"","Solubility","MolWt","MolLogP","MolMR","HeavyAtomCount","NumHAcceptors","NumHDonors","NumHeteroatoms","NumRotatableBonds","NumValenceElectrons","NumAromaticRings","NumSaturatedRings","NumAliphaticRings","RingCount","TPSA","LabuteASA","BalabanJ","BertzCT","Group_num","Lipinski"
"406",-1.29,409.489,0.4849,103.2142,27,5,5,10,7,144,2,0,0,2,141.75,161.622368705829,1.97085274440069,901.925937413855,1,NA
"407",-2.48,348.431,-0.4403,77.087,21,7,1,11,4,114,2,0,0,2,124.48,125.233230809362,2.41404208801564,910.712456798816,1,0
"408",-2.25,350.403,-0.00509999999999972,75.0847,21,8,2,12,5,114,2,0,0,2,141.34,124.426402135625,2.26202944768845,841.763213447919,1,0
"409",-5.09,383.408,1.7846,103.8789,28,8,1,9,4,146,3,1,1,4,106.95,161.20072132699,1.55619133566198,997.226674229881,1,0
"410",-2.84,348.431,-0.272979999999999,76.386,21,7,1,11,3,114,2,0,0,2,124.48,125.233230809362,2.57840316906822,936.934179634447,1,0
"411",-3.75,421.493,3.6083,118.9544,31,6,1,6,9,162,3,0,0,3,87.85,181.458211472487,1.4544362683785,1034.52161490427,1,0
"412",-0.91,972.846000000001,-13.0548,195.8004,66,30,18,30,6,384,0,22,22,22,474.9,372.130157250617,1.19025437031718,1233.4857443469,3,3
"413",-4.8,356.407,1.6746,95.7039,25,6,2,8,5,128,3,0,0,3,107.08,144.37185196759,1.80872221507353,1029.49304214983,1,0
"414",-2.03,352.394,-0.4423,71.607,21,7,1,12,3,114,2,0,0,2,124.48,123.033824097891,2.57840316906822,941.62413557034,1,0
"415",-1.21,395.528,0.0704000000000012,91.0117,24,7,2,11,5,136,1,0,1,2,126.64,145.547697191018,2.6148896986412,844.203363559253,1,0
"416",-2.5,349.419,-0.999199999999999,76.0614,21,8,2,12,3,114,2,0,0,2,150.5,124.208179391978,2.57840316906822,938.014495095903,1,0
"417",-8.11,478.632,7.02420000000001,140.9505,36,3,0,3,3,184,2,3,4,6,43.37,213.875168903042,1.22242499145284,1250.09096229611,1,1
"418",-2.45,349.419,-0.999199999999999,76.0614,21,8,2,12,3,114,2,0,0,2,150.5,124.208179391978,2.60996712952102,955.264495095902,1,0
"419",-2.7,362.458,0.91156,82.7437,22,7,2,11,4,120,2,0,0,2,132.11,132.042741134911,2.42973586435238,908.991932172182,1,0
"420",-3.79,365.842,2.0834,92.3784,24,4,2,8,3,126,2,0,1,3,92.5,144.787721420018,1.88854908879589,914.533696848063,3,0
"421",-1.64,435.44,-1.1725,95.6505,28,10,4,15,7,154,1,1,1,2,201.58,162.590310699957,2.25927629832377,953.885135306735,1,NA
"422",-3.5,421.493,3.9543,118.6824,31,6,1,6,8,162,3,0,0,3,87.85,181.458211472487,1.56795616037619,1050.22152382523,1,0
"423",-2.13,399.273,0.7488,76.2327,20,7,2,12,4,108,2,0,0,2,132.11,126.815462397363,2.2901364972394,828.86186874907,1,0
"424",-2.44,368.849,0.0720000000000004,76.659,21,7,1,12,3,114,2,0,0,2,124.48,129.171554921847,2.57840316906822,941.62413557034,1,0
"425",-2.05,458.967,3.9663,120.875,31,5,0,8,4,162,2,1,2,4,59.08,190.297773496436,1.37196748078404,1018.63121846718,1,0
"426",-5.63,413.503,2.4367,114.5737,29,7,1,9,5,152,3,1,1,4,75.89,173.972893075143,1.45123325564571,987.200282442781,1,0
"427",-5.3,399.476,3.0626,109.7657,28,7,1,9,4,146,3,1,1,4,79.82,166.25672681992,1.51067017129917,971.114480156442,1,0
"428",-1.27,370.394,1.5149,95.3201,26,7,3,10,5,132,3,0,0,3,139.96,148.931390645549,1.72198353071079,1023.3654351147,1,0
"429",-2.01,613.915,3.1154,100.1597,20,3,3,9,3,108,1,0,0,1,95.5,155.420152474154,3.67600239408444,573.171179762366,1,1
"430",-6.84,494.631,7.14950000000001,142.0305,37,4,0,4,4,190,2,3,4,6,52.6,218.988714132549,1.18788140838504,1269.6514147134,1,1
"431",-2.76,364.43,-0.572799999999999,78.201,22,8,1,12,4,120,2,0,0,2,133.71,130.346776038869,2.52952812633584,954.736090217682,1,0
"432",-1.33,365.374,-0.1055,75.1871,22,9,2,14,5,118,2,0,0,2,175.25,127.600890514221,2.27529664098883,917.436039502756,1,0
"433",-1.23,434.283,-1.6984,89.9022,25,7,5,15,6,140,1,0,0,1,204.54,152.461696474019,3.42653591375325,931.604676424142,1,NA
"434",-0.94,457.483,0.186600000000002,118.0011,33,9,5,10,3,176,1,0,3,4,164.63,189.759778885618,1.97742019294953,1166.83137728443,1,NA
"435",-1.46,365.374,-0.1055,75.1871,22,9,2,14,5,118,2,0,0,2,175.25,127.600890514221,2.33833844573013,934.686039502756,1,0
"436",-2.7,453.564,4.57330000000001,125.6184,32,5,0,8,6,168,2,1,1,3,83.76,191.791165800966,1.74348581931168,1043.28988552069,1,0
"437",-2.32,364.386,-0.3155,75.492,22,8,3,13,5,118,2,0,0,2,169.41,128.268612758358,2.40950889406079,933.766354964212,1,0
"438",-1.62,377.429,-0.0553,82.8364,23,8,3,13,5,124,2,0,0,2,161.21,135.389183304166,2.2150700357742,933.521336238072,1,0
"439",-1.82,365.374,-0.1055,75.1871,22,9,2,14,5,118,2,0,0,2,175.25,127.600890514221,2.40950889406079,934.686039502756,1,0
"440",-2.74,439.968,4.6764,121.7417,30,3,1,7,4,154,3,1,1,4,56.41,184.237454914908,1.38749692520737,1116.58863710673,1,0
"441",-3,376.485,0.34386,85.86,23,7,1,11,3,126,2,0,0,2,124.48,137.963115038155,2.70521402167063,1023.21033346452,1,0
"442",-3.97,410.412,0.101,96.7307000000001,28,9,2,13,6,150,2,0,0,2,152.71,160.507562543716,2.26142809207943,972.01590244828,1,0
"443",-2.2,446.273,0.5909,81.2497,20,7,2,12,4,108,2,0,0,2,132.11,132.209752912765,2.2901364972394,828.86186874907,1,0
"444",-2.95,414.527,3.3685,114.495,29,6,0,7,6,154,2,0,1,3,59.08,175.324999340871,2.05585231891989,869.370915000003,1,0
"445",-2.51,413.3,0.181100000000001,79.349,21,7,1,12,3,114,2,0,0,2,124.48,132.735836300607,2.57840316906822,941.62413557034,1,0
"446",-3.19,403.398,0.2473,87.9297,26,11,2,14,6,140,2,0,0,2,158.7,151.136695259034,2.19524434451092,905.550329296485,1,1
"447",-4.26,401.846,3.3046,107.1214,28,6,3,7,2,146,3,1,1,4,94.14,165.766123467872,1.99673257882633,1109.88163249057,1,0
"448",-8.4,346.38,5.0015,96.749,26,2,0,4,4,128,4,0,0,4,17.82,149.937478546494,2.14254814635551,996.023689669878,1,1
"449",-3.88,337.382,1.6425,81.6833,22,6,2,9,2,114,2,0,1,3,99.6,130.139070447258,2.06066674958465,871.699980970591,1,0
"450",-1.19,392.444,-1.1165,86.2168,24,9,4,14,6,130,2,0,0,2,187.23,140.729074001179,2.18137325802985,951.124973298964,1,0
"451",-2.7,379.401,-0.6732,78.3034,23,9,1,14,4,124,2,0,0,2,167.62,133.521264417465,2.52812291818265,1032.09091798576,1,0
"452",-2.67,379.401,-0.6732,78.3034,23,9,1,14,4,124,2,0,0,2,167.62,133.521264417465,2.60098133136621,1049.34091798576,1,0
"453",-3.82,399.397,2.7189,106.1303,29,5,1,8,3,150,3,1,1,4,65.78,164.751618956231,1.97108747186761,1150.53044183021,3,0
"454",-2.95,383.517,0.0869000000000008,87.3617,23,7,2,11,7,132,1,0,1,2,118.8,140.270155716713,2.44423070346814,756.904264027101,1,0
"455",-1.69,391.456,-0.622999999999999,85.9527,24,8,2,13,4,130,2,0,0,2,153.58,141.30955720741,2.44596521199315,1048.2142625195,1,0
"456",-2.51,378.413,-0.883199999999999,78.6083,23,8,2,13,4,124,2,0,0,2,161.78,134.188986661602,2.68330472014576,1048.2606025243,1,0
"457",-6.14,398.4,3.7016,100.7296,28,7,3,10,6,142,3,0,0,3,141.31,159.637587151916,1.76584649648587,1130.3973704841,1,0
"458",-4.2,435.528,4.1617,121.3865,32,5,2,8,10,168,3,0,0,3,112.07,187.210531481543,1.87056008720186,1032.05295223808,1,0
"459",-2.79,379.401,-0.6732,78.3034,23,9,1,14,4,124,2,0,0,2,167.62,133.521264417465,2.68330472014576,1049.34091798576,1,0
"460",-1.99,399.819,0.547900000000001,80.1971,23,9,2,15,5,124,2,0,0,2,175.25,137.904156741103,2.37909525620431,985.384913043683,1,0
"461",-6.95,438.444,2.9093,118.5431,32,8,1,11,5,166,3,1,1,4,122.96,183.269339272008,1.44498347690213,1145.37543828537,1,0
"462",-3.82,332.311,3.9686,93.1661,25,4,2,5,2,122,2,0,2,4,87.74,141.287551586381,2.21937571604499,1156.26489048386,1,0
"463",-3.76,458.588,1.7226,125.5505,32,7,1,10,8,172,3,1,1,4,94.66,188.616030363172,1.37983872211414,1169.37780542201,1,0
"464",-2.77,460.3,0.0232000000000004,84.366,21,7,1,12,3,114,2,0,0,2,124.48,138.130126816009,2.57840316906822,941.62413557034,1,0
"465",-2.62,454.519,-0.63608,102.8715,29,12,2,15,7,152,2,1,2,4,156.09,175.667860557923,1.43741209497773,990.913744308179,1,1
"466",-3.62,497.661,2.9834,138.9157,35,5,3,8,7,188,2,1,1,3,98.74,211.218266003093,1.85572166569054,1037.39682396334,1,0
"467",-1.21,410.327,0.6818,68.3227,24,7,2,16,4,132,2,0,0,2,132.11,133.775591806352,2.55079603393063,1007.21770032481,1,0
"468",-0.14,462.513,-0.225600000000001,110.6083,31,10,3,13,7,162,2,1,2,4,150.54,184.413981509409,1.46108505546763,1058.71958591219,1,NA
"469",-6.39,375.374,5.85362,104.2273,28,2,1,5,3,138,4,0,0,4,50.19,159.463614931192,1.87578004901392,1217.4329743061,1,1
"470",-5.42,416.35,5.7641,97.029,28,4,0,11,2,146,2,1,1,3,40.32,158.869500314721,2.20498666988462,920.158946024369,1,1
"471",-3.72,511.688,2.9123,143.2962,36,5,3,8,8,194,2,1,1,3,98.74,217.583208117489,1.81544956752924,1053.46939847679,1,1
"472",-3.8,417.387,2.9043,106.056,30,5,2,9,3,156,3,1,1,4,74.57,168.707182872562,2.02798124959274,1225.56775229063,1,0
"473",-4.11,511.688,3.29182,143.6527,36,5,3,8,7,194,2,1,1,3,98.74,217.58320811749,1.8603340650455,1080.2236754998,1,1
"474",-5.44,441.404,-0.0448000000000007,111.8946,32,9,6,13,9,166,3,0,0,3,213.28,179.277519550654,1.62183484119349,1225.05868563698,1,1
"475",-4.53,416.359,1.8945,101.3417,30,6,2,10,3,154,3,2,2,5,101.45,166.711028213384,1.76176705549091,1280.50732866134,1,0
"476",-2.47,413.846,-0.0197999999999995,83.3134,24,9,1,15,4,130,2,0,0,2,167.62,143.824530644347,2.63076024510674,1100.93384240193,1,0
"477",-2.55,405.461,1.6684,100.3804,27,7,3,11,6,140,3,0,0,3,144.14,155.946054342577,1.77952623455116,1148.92972958602,1,0
"478",-1.84,1134.987,-15.2306,228.4338,77,35,21,35,7,448,0,21,21,21,554.05,433.923770499069,1.07640594084016,1467.08814682645,3,3
"479",-3.83,527.687,2.7486,145.0872,37,6,3,9,9,200,2,1,1,3,107.97,222.696753346996,1.7749632334788,1072.23013581437,1,1
"480",-2.7,419.488,1.8095,105.8184,28,7,3,11,7,146,3,0,0,3,144.14,162.310996456974,1.71554386126021,1165.6843213103,1,0
"481",-4.28,532.106,3.6368,143.9257,36,5,3,9,7,194,2,1,1,3,98.74,221.521532229974,1.8603340650455,1086.447650759,1,1
"482",-2.91,410.371,-0.1973,81.8415,25,11,2,17,6,134,2,0,0,2,218.39,142.253866236721,2.47569218162191,1075.03970849828,1,1
"483",-4.11,527.687,2.992,145.4677,37,6,3,9,8,200,2,1,1,3,107.97,222.696753346996,1.85662331020665,1099.05074729574,1,1
"484",-1.29,449.496,-2.0003,99.2265,28,10,5,16,8,152,2,0,0,2,216.33,163.170342513624,2.03821308618026,1079.16676623524,1,NA
"485",-5.69,492.436,1.48412,107.5627,33,10,2,16,7,180,2,0,0,2,152.71,185.734052981288,2.30367588301186,1156.41639937932,1,NA
"486",-5.01,555.741,3.36544,154.5612,39,6,3,9,9,212,2,1,1,3,107.97,235.42663757579,1.79657569723923,1158.61537958112,1,1
"487",-2.74,424.398,-0.765,84.9578,26,11,1,17,5,140,2,0,0,2,210.76,148.174240139965,2.71202491250329,1192.28428384597,1,1
"488",-3.98,542.658,2.8916,145.5701,38,7,3,11,8,204,2,1,1,3,141.88,225.871241725593,1.86358507531464,1180.3040281441,1,1
"489",-5.61,407.52,4.8601,114.6489,28,5,2,7,5,140,4,0,0,4,85.08,167.113225762083,1.53470809682109,1184.6563876711,1,0
"490",-2.62,484.357,2.4309,108.0804,28,7,3,12,6,146,3,0,0,3,144.14,169.813601948218,1.77673620922813,1198.54183699173,1,0
"491",-4.3,462.513,1.68642,113.6491,31,8,4,13,6,162,3,0,0,3,173.24,178.387322855022,1.67103747154501,1308.30613072922,1,0
"492",-8.65,540.659,7.093,113.6279,34,4,2,14,4,178,3,0,0,3,80.32,202.133855347848,1.74319105776358,1244.78451345341,1,2
"493",-2.55,461.795,2.7114,102.8856,29,6,3,13,6,154,3,0,0,3,130.75,169.549915766414,2.01301933799316,1209.89309214981,1,0
"494",-1.82,473.458,2.6872,105.3824,31,7,3,14,6,164,3,0,0,3,144.14,174.807602665752,1.80284860938759,1312.09371098666,1,0
"495",-4,482.931,2.0314,113.9221,31,8,4,14,6,162,3,0,0,3,173.24,182.325646967507,1.67103747154501,1313.87791245392,1,0
"496",-0.75,1297.128,-17.4064,261.0672,88,40,24,40,8,512,0,30,30,30,633.2,495.717383747521,0.975393516346852,1704.41305902536,3,3
"497",-4,659.821,3.6615,178.873899999999,47,9,4,12,18,262,2,0,0,2,153.68,278.378278707369,2.47611198032101,1255.79624754621,1,1
"498",-1.57,495.411,2.3639,100.1704,32,7,3,16,6,170,3,0,0,3,144.14,176.773731357208,1.89507116625995,1388.47183367709,1,0
"499",-6.77,520.534,4.6543,135.7296,38,7,2,9,10,198,3,0,2,5,120.75,219.027530334943,1.68733766485299,1366.14991974464,1,1
"500",-5.27,611.743,2.7172,166.5302,45,6,3,10,5,236,3,4,5,8,118.21,262.235659389045,1.1163811009194,1689.79343842474,1,1
"501",-5.97,608.688,4.1711,160.6872,44,10,1,11,8,236,3,2,3,6,117.78,256.173423468097,1.29356464285883,1526.48178275057,1,NA
"502",-4.45,527.414,7.18370000000001,141.5886,35,4,2,5,6,174,5,0,0,5,70.67,210.8015306467,1.50407071599895,1507.15074913531,1,2
"503",-8.46,781.902,13.1405,217.642199999999,54,4,4,8,12,296,2,4,4,6,115.06,332.290113231379,1.19439269353223,1712.85640296721,1,2
"504",-2.37,817.042,1.1787,219.159599999999,58,11,9,17,26,326,2,0,0,2,247.34,342.40845496277,2.20291812942625,1512.98070297155,1,3
"505",-2.22,772.945,1.30400000000001,204.1592,55,10,9,17,22,306,2,0,0,2,266.96,322.260973994238,2.2463187832964,1529.96627438611,1,NA
"506",-3.95,667.854,2.366,181.4889,46,9,4,13,13,246,3,1,1,4,149.96,277.162444397488,1.45761572810113,1513.91351196022,1,1
"507",-5.18,624.391,7.49724000000001,143.8604,35,5,2,8,4,186,3,0,1,4,83.83,223.095749610692,2.32744442414559,1389.62388259844,1,2
"508",-3.36,762.953,3.0972,207.004999999999,55,9,7,15,20,300,3,0,0,3,216.53,323.147243288806,1.7588635020839,1646.51428349114,1,2
"509",-3.42,762.953,3.0972,207.004999999999,55,9,7,15,20,300,3,0,0,3,216.53,323.147243288806,1.7588635020839,1646.51428349114,1,2
"510",-2.38,778.952,2.3356,208.169999999999,56,9,7,16,20,306,3,0,0,3,230.58,328.105487027075,1.75609130138611,1695.03783082864,1,2
"511",-2.85,791.007,3.1609,217.101399999999,57,9,8,15,21,312,3,0,0,3,229.66,335.632428119269,1.75707844735909,1727.14179702742,1,2
"512",-3.4,791.995,2.597,215.096399999999,57,10,8,16,21,312,3,0,0,3,242.55,334.852076100215,1.74883903991384,1700.09225564174,1,NA
"513",-3.39,1139.764,6.8482,178.832,34,4,4,14,9,182,2,0,0,2,132.8,276.313343238779,1.94011889606202,1095.61951378827,1,2
"514",-4.7,831.072,4.08520000000001,228.838399999999,60,9,8,15,21,328,3,1,1,4,229.66,353.721423308929,1.50534468948419,1808.97673874705,1,2
"515",-3.13,805.974,3.3279,215.882799999999,58,9,8,16,21,316,3,0,0,3,240.94,339.248293274496,1.79264118842921,1781.00283978068,1,2
"516",-5.57,740.946,3.0813,203.605399999999,54,6,2,12,6,290,2,4,4,6,139.44,318.521627791634,1.42454147816005,1671.51325711058,1,1
"517",-2.82,849.043,2.65660000000001,228.525199999999,61,10,9,17,23,334,3,0,0,3,266.96,357.318068200302,1.78147204573954,1882.41633663683,1,NA
"518",-2.58,755.921,1.9435,202.980499999999,55,7,5,15,6,294,3,4,4,7,192.7,320.266347545353,1.28061783112001,1893.49666459205,1,NA
"519",-2.7,742.922,1.51960000000001,203.480499999999,54,8,4,14,9,290,2,2,3,5,186.61,316.792952432883,1.58599889736075,1672.62324007612,1,1
"520",-3.98,766.944,2.6154,208.629799999999,56,7,4,14,6,298,3,4,4,7,176.91,327.057187124338,1.27523566203479,1934.36871916523,1,1
"521",-2.75,780.971,1.98190000000001,214.480799999999,57,7,4,14,6,304,3,4,4,7,167.26,333.597372813595,1.30344540845628,1968.26562769023,1,1
"522",-2.6,754.893,1.53920000000001,201.9885,55,8,5,16,6,292,3,3,4,7,205.06,318.766863937051,1.28520629481444,1942.77360837025,1,NA
"523",-4.04,738.89,2.2727,201.621399999999,54,8,2,14,6,286,2,2,4,6,164.16,315.522660575031,1.43492404484381,1769.59245416332,1,1
"524",-6.41,170.34,4.9272,57.5180000000001,12,0,0,0,9,74,0,0,0,0,0,78.7536142861922,2.72724281291869,56.4385618977472,2,0
"525",-7.456,198.394,5.70740000000001,66.7520000000001,14,0,0,0,11,86,0,0,0,0,0,91.4834985149855,2.78476553055458,74.0391000173077,3,1
"526",-1.275,106.95,1.5248,19.124,3,0,0,1,0,18,0,0,0,0,0,28.2821377156833,2.1874960973679,10.2646625064904,1,0
"527",-0.858,72.107,1.1664,21.823,5,1,0,1,2,30,0,0,0,0,9.23,32.258019568342,2.4017152226172,24.8289214233104,3,0
"528",-1.344,220.976,2.6804,42.4985,11,4,0,7,4,66,0,0,0,0,44.76,74.6412531555942,4.10254190931309,180.531079561718,3,0
"529",0.799,158.072,-2.0646,33.6194,8,0,0,3,2,52,0,0,0,0,0,62.6251841216458,0,48.8805845212363,1,0
"530",-4.63,298.304,3.22838,77.214,19,6,0,7,7,102,1,0,0,1,63.84,117.583560264417,2.88095075429043,503.455822669441,3,0
"531",-2.245,214.294,0.3715,56.9234,14,6,1,6,1,78,1,0,0,1,73.8,86.6881415319763,3.39709120022821,393.308244656322,3,0
"532",-4.133,305.34,2.52732,79.2610000000001,19,7,0,8,7,108,1,0,0,1,56.71,118.905691344103,3.06071972664125,460.498674316251,3,0
"533",-1.993,329.318,2.6633,82.2475,21,8,0,9,7,114,2,0,0,2,83.31,125.466848413349,2.21778604558006,710.959910833716,1,0
"534",-3.834,341.19,4.726,85.084,22,4,0,6,5,116,2,0,0,2,44.76,138.056956025475,2.03971725947111,655.695423998274,4,0
"535",-6.99,391.294,6.1133,103.304,26,3,0,5,6,136,2,1,1,3,35.53,163.072687182238,1.59218354551333,811.01571960104,3,1
"536",-1.604,381.37,0.48562,88.2377,26,9,2,12,5,138,2,0,0,2,149.47,148.382786759116,2.23596490957368,946.5935872986,1,0
"537",-2.511,146.111,2.7054,31.444,10,0,0,3,0,54,1,0,0,1,0,56.2929514426723,2.96604317858166,199.841246033663,3,0
"538",1.558,45.085,-0.1644,14.9837,3,1,1,1,0,20,0,0,0,0,12.03,20.6540553258342,1.63299316185545,2.75488750216347,2,0
"539",-2.503,207.107,2.3192,39.7632,14,3,1,7,1,76,1,0,0,1,63.37,75.7401609173681,3.26788641470428,374.933036138638,1,0
"540",0.519,163.387,1.4412,27.9258,7,1,1,5,0,42,0,0,0,0,37.3,54.969747675111,3.79111841708697,83.4259219652206,4,0
"541",-2.639,150.177,1.9849,42.7283,11,2,1,2,2,58,1,0,0,1,37.3,65.4819853149266,2.89534803598876,248.77017257091,1,0
"542",-4.67,253.43,4.5297,77.6580000000001,18,1,0,2,11,106,0,1,1,1,20.31,113.128907360497,1.77077712905013,215.142500004584,3,0
"543",-3.223,297.439,3.8404,84.1668000000001,21,2,1,4,12,122,0,1,1,1,57.61,128.449605327133,1.92662966008348,317.157081318921,1,0
"544",-0.954,143.142,-0.4507,33.3798,10,2,1,4,1,56,0,1,1,1,57.61,58.4352420687703,2.57210423878657,177.831742237878,1,0
"545",0.804,157.169,-0.3623,37.76,11,3,0,4,1,62,0,1,1,1,46.61,65.1194956604777,2.53186784695192,190.124707605152,1,0
"546",-1.246,227.304,1.5882,60.845,16,3,0,4,6,92,0,1,1,1,46.61,96.9442062324608,2.28196376759873,252.64842783252,1,0
"547",0.501,107.156,1.644,33.615,8,1,0,1,1,42,1,0,0,1,12.89,49.3809353292367,2.83208583500709,145.732814450335,1,0
"548",0.447,107.156,1.69844,33.711,8,1,0,1,0,42,1,0,0,1,12.89,49.3809353292367,3.07766043797055,164.246629464596,1,0
"549",-2.813,260.253,1.1077,67.1701,19,5,1,7,5,98,2,0,0,2,90.06,108.586463563459,1.91023190134355,579.670248604383,1,0
"550",-6.3,237.258,2.5037,69.2957,18,3,1,3,1,88,2,0,1,3,46.17,104.450398898917,2.33887786470711,673.943861122474,3,0
"551",-5.859,238.246,1.6264,68.5738,18,4,2,4,0,88,2,0,1,3,86.18,103.215375994938,2.40941506694545,644.935333968713,1,0
"552",-5.746,268.272,1.635,75.1258,20,5,2,5,1,100,2,0,1,3,95.41,114.693863338841,2.39050314982751,765.95420985553,1,0
"553",-6.293,314.345,3.8288,88.6872,23,6,1,7,7,120,2,0,0,2,91.33,133.602086772536,2.06058221147532,668.729632896532,1,0
"554",-6.57,378.816,3.76302,99.846,26,7,2,9,8,138,2,0,0,2,111.56,155.06452886601,2.21829621953448,807.345038667106,1,0
"555",-6.269,369.402,4.1392,100.0716,26,5,2,8,6,132,3,0,0,3,101.34,150.059067513756,1.94121673338422,1022.81656009307,2,0
"556",-6.13,373.8,4.37598,98.2532,26,7,1,9,8,134,2,0,0,2,115.12,154.662874795283,2.11820556516649,833.28225827471,1,0
"557",-2.205,160.172,2.251,47.2776,12,2,2,2,0,60,2,0,0,2,40.46,69.7015351556242,2.78665308140511,379.858135253228,1,0
"558",-1.063,126.111,0.65382,31.3798,9,3,1,3,0,48,1,0,0,1,50.44,51.5569179101424,3.42573121552281,261.250637281044,1,0
"559",0.277,176.124,-1.4074,35.2562,12,6,4,6,2,68,0,0,1,1,107.22,67.3205297524338,2.72648385553051,232.192809488736,1,0
"560",-0.504,303.358,0.918099999999999,79.3828,22,5,1,5,4,118,1,3,3,4,62.3,129.370952898729,1.42000281787668,545.037182254803,5,0
"561",-4.402,290.447,3.9591,82.7408000000001,21,2,1,2,0,118,0,4,4,4,37.3,128.240640325091,1.63753937665709,458.482706636342,3,0
"562",-4.122,288.431,3.8792,82.7168,21,2,1,2,0,116,0,3,4,4,37.3,127.551037292907,1.69235465936372,507.695743080171,5,0
"563",-1.343,220.228,0.8279,59.2787,16,3,4,5,3,84,2,0,0,2,99.34,91.5069347168848,2.37483996145298,533.009238741898,1,0
"564",-0.489,90.078,-1.4615,19.1566,6,3,2,3,2,36,0,0,0,0,57.53,35.2191248610586,2.96490049475906,43.3029689088065,1,0
"565",-3.046,244.316,0.7968,61.5932,16,3,3,6,5,90,0,2,2,2,78.43,98.3521800952054,1.7030406543935,297.788729266362,1,0
"566",0.402,124.161,-0.0175000000000001,26.4698,7,3,0,4,2,44,0,0,0,0,43.37,43.4170827439743,3.60219682241508,123.115446052588,1,0
"567",0.522,150.155,-0.1559,32.6626,9,3,3,5,3,52,0,0,0,0,74.6,56.9006557389006,3.63243215193984,132.529325012981,1,0
"568",-2.627,149.193,1.8615,45.4759,11,2,1,2,2,58,1,0,0,1,43.09,66.0276422597433,2.89534803598876,250.77017257091,3,0
"569",-1.36,62.499,1.3687,16.05,3,0,0,1,0,18,0,0,0,0,0,24.7178563369236,2.1874960973679,10.2646625064904,5,0
"570",-0.276,46.044,1.0994,11.305,3,0,0,1,0,18,0,0,0,0,0,18.5801255129681,2.1874960973679,10.2646625064904,3,0
"571",-3.411,154.465,2.3803,16.855,8,0,0,6,0,50,0,0,0,0,0,46.235136383739,4.0203915431768,65.4099095342171,3,0
"572",-4.518,188.017,2.7463,17.057,11,0,0,8,0,68,0,0,0,0,0,54.7934184800326,4.74840857792517,120.396610346116,1,0
"573",0.179,192.167,-2.3214,39.84,13,5,5,6,1,76,0,1,1,1,118.22,74.0557634217038,2.78660068840734,203.028306855727,1,NA
"574",-2.432,137.02,2.0373,28.632,5,0,0,1,1,32,0,0,0,0,0,41.7016249766607,2.53953886135939,17.6096404744368,1,0
"575",-3.163,72.151,2.0524,25.129,5,0,0,0,1,32,0,0,0,0,0,34.199019485416,2.53953886135939,14,3,0
"576",-0.615,89.094,0.6715,22.1304,6,2,0,3,1,36,0,0,0,0,43.14,36.1221109791226,3.25758616123349,59.8135375281251,3,0
"577",-2.597,292.36,1.5058,78.3237,20,5,3,6,5,106,2,0,0,2,92.42,117.527766568958,2.27490503347506,664.570133342662,1,0
"578",-1.634,172.268,1.6985,48.8796,12,2,2,2,1,72,0,1,1,1,40.46,74.6063664082618,2.46886397901072,145.71173956631,5,0
"579",-4.353,270.372,4.78520000000001,82.2776,20,2,2,2,5,106,2,0,0,2,40.46,120.266617516333,2.31631965717855,476.849609870816,3,0
"580",-4.948,266.34,4.6046,83.5156,20,2,2,2,3,102,2,0,0,2,40.46,118.887411451964,2.43861544657104,572.623369404589,1,0
"581",-2.149,183.119,0.9986,41.7205,13,4,2,6,2,68,1,0,0,1,100.67,72.1993105608292,3.34544197081099,340.895693099883,1,0
"582",-5.916,247.301,4.8374,78.9784,19,3,1,3,2,92,3,0,0,3,50.74,110.956830398798,2.09813991811311,733.32503980406,1,0
"583",-1.44,275.348,1.8884,75.0888,20,4,1,4,3,108,1,2,2,3,49.77,118.898296708355,1.5975120721745,461.870145812477,1,0
"584",-0.1,180.156,-3.8346,36.0408,12,6,6,6,0,72,0,1,1,1,121.38,68.3235329594594,2.76025207562521,103.587975038942,4,1
"585",-2.669,247.55,2.0646,51.4152,16,6,0,10,3,84,1,0,0,1,129.42,91.693596513878,3.57275453805513,466.032394537425,1,0
"586",-1.259,254.15,0.4794,54.2792,18,4,4,8,4,94,1,0,0,1,149.2,98.7141949860425,3.70990953145218,473.23556602352,1,0
"587",-3.853,285.343,2.9972,81.17,21,3,0,4,3,110,1,1,2,3,38.77,124.203344235694,1.55965471497978,571.397994523531,1,0
"588",-2.374,236.334,2.3836,37.229,6,0,0,3,2,38,0,0,0,0,0,59.5074966947872,2.75418478603766,27.9741684510371,3,0
"589",-0.115,128.986,0.8249,27.4468,6,1,1,3,2,38,0,0,0,0,20.23,46.8699014625821,2.75418478603766,27.9741684510371,1,0
"590",-3.567,195.476,3.5133,45.679,10,0,0,3,0,54,1,0,0,1,0,74.7061439145386,2.96604317858166,199.841246033663,1,0
"591",0.275,176.124,-0.3634,35.6314,12,3,3,6,5,68,0,0,0,0,111.9,67.4312291565319,4.13598232721313,192.083849978623,1,0
"592",-3.695,198.265,3.4034,61.377,15,1,0,1,4,76,2,0,0,2,9.23,90.3319267838611,1.80958075796959,341.098158962461,3,0
"593",-1.964,138.126,0.5075,35.2575,10,2,2,4,2,52,1,0,0,1,65.98,57.2211906847031,2.63733777901429,238.260311847418,1,0
